16L, 149.88, 3360, 60, 353357.23N, 1394711.59E, 117.7, 34R, 0, 0, 0, 0, 3480, 300
34R, 329.88, 3360, 60, 353222.90N, 1394818.49E, 117.1, 16L, 0, 0, 0, 0, 3480, 300
16R, 149.88, 3000, 60, 353335.95N, 1394608.64E, 117.9, 34L, 0, 0, 0, 0, 3120, 300
34L, 329.88, 3000, 60, 353211.76N, 1394708.41E, 117.3, 16R, 0, 0, 0, 0, 3120, 300
04, 035.01, 2500, 60, 353256.47N, 1394540.60E, 117.8, 22, 0, 0, 0, 0, 2620, 300
22, 215.01, 2500, 60, 353402.88N, 1394637.61E, 117.9, 04, 0, 0, 0, 0, 2620, 300
05, 042.56, 2500, 60, 353126.41N, 1394812.47E, 116.9, 23, 0, 0, 0, 0, 2620, 300
23, 222.56, 2500, 60, 353226.15N, 1394919.61E, 116.9, 05, 0, 0, 0, 0, 2620, 300
